InvoiceId,InvoiceDate,InvoiceAmount,CustomerId,ProductId,SalesRepId
2113,4/2/2019,233.1,508,16,7
2114,4/2/2019,128.25,798,1,8
2115,4/2/2019,20.65,335,2,9
2116,4/2/2019,27.95,1699,3,10
2117,4/2/2019,424.4,1403,4,11
2118,4/3/2019,51.8,1702,5,19
2119,4/3/2019,202.75,1703,6,20
2120,4/3/2019,274.35,1704,7,21
2121,4/3/2019,47.6,1705,8,22
2122,4/3/2019,269.7,1706,9,23
2123,4/3/2019,99.75,1707,10,24
2124,4/3/2019,258.2,1708,11,25
2125,4/3/2019,75.77,1709,12,1
2126,4/3/2019,100,1710,13,2
2127,4/3/2019,449.55,1711,14,3
2128,4/3/2019,424.45,1712,15,4
2129,4/3/2019,139.75,1713,16,5
2130,4/3/2019,99.9,1714,1,6
2131,4/3/2019,1264.4,1715,2,7
2132,4/3/2019,164.75,1716,3,8
2133,4/3/2019,192.5,1717,4,9
2134,4/3/2019,1306.51,1718,5,10
2135,4/3/2019,8.85,1719,6,11
2136,4/3/2019,461,1720,7,10
2137,4/3/2019,19.8,1721,8,11
2138,4/3/2019,119.6,1722,9,12
2139,4/3/2019,516.15,1723,10,13
2140,4/3/2019,1350,1724,11,14
2141,4/3/2019,174.85,1725,12,10
2142,4/3/2019,427.55,1726,13,11
2143,4/3/2019,167.25,1727,14,12
2144,4/3/2019,180.65,1728,15,13
2145,4/3/2019,749.25,1729,16,14
2146,4/3/2019,151.8,1730,1,10
2147,4/3/2019,299.7,1731,2,11
2148,4/3/2019,20.19,1732,3,12
2149,4/3/2019,149.85,1733,4,13
2150,4/3/2019,408.45,1649,5,14
2151,4/3/2019,9.9,863,6,1
2152,4/3/2019,79.8,1403,7,2
2153,4/3/2019,199.6,1308,8,3
2154,4/3/2019,574.1,1580,9,4
2155,4/3/2019,269.65,957,10,5
2156,4/3/2019,9,1456,11,6
2157,4/3/2019,259.5,1679,12,7
2158,4/4/2019,1340.65,1734,13,8
2159,4/4/2019,261.35,1735,14,9
2160,4/4/2019,632.2,1736,15,10
2161,4/4/2019,25.9,1737,16,11
2162,4/4/2019,249.75,1738,1,12
2163,4/4/2019,494.4,1739,2,13
2164,4/4/2019,269.55,1740,3,14
2165,4/4/2019,54.9,1741,4,15
2166,4/4/2019,147.5,1742,5,16
2167,4/4/2019,89.8,1743,6,17
2168,4/4/2019,307.1,1744,7,18
2169,4/4/2019,64.75,1745,8,19
2170,4/4/2019,209.75,1746,9,20
2171,4/4/2019,243.25,1747,10,21
2172,4/4/2019,63.85,1053,11,22
2173,4/4/2019,176.35,1568,12,23
2174,4/4/2019,99.5,508,13,24
2175,4/4/2019,144.55,1338,14,25
2176,4/4/2019,44.85,204,15,1
2177,4/4/2019,399.4,1495,16,2
2178,4/4/2019,90.65,94,1,3
2179,4/4/2019,217.5,1356,2,4
2180,4/5/2019,77.7,1748,3,5
2181,4/5/2019,19.95,1749,4,6
2182,4/5/2019,389.55,1750,5,7
2183,4/5/2019,137.5,1751,6,8
2184,4/5/2019,269.5,1752,7,9
2185,4/5/2019,40.9,1753,8,10
2186,4/5/2019,340.54,1754,9,11
2187,4/5/2019,34.7,1755,10,12
2188,4/5/2019,239.55,1756,11,13
2189,4/5/2019,809.85,1757,12,14
2190,4/5/2019,58.75,1758,13,15
2191,4/5/2019,327.7,1759,14,16
2192,4/5/2019,164.45,1760,15,17
2193,4/5/2019,51.7,1761,16,18
2194,4/5/2019,59.85,1762,1,19
2195,4/5/2019,219.8,1763,2,20
2196,4/5/2019,193.75,1764,3,21
2197,4/5/2019,79.8,1765,4,22
2198,4/5/2019,194.25,1766,5,23
2199,4/5/2019,697.5,1767,6,24
2200,4/5/2019,799.7,1768,7,25
2201,4/5/2019,349.65,1769,8,19
2202,4/5/2019,1000,1770,9,20
2203,4/5/2019,279.4,1771,10,21
2204,4/5/2019,599.75,1772,11,22
2205,4/5/2019,1243.5,1773,12,23
2206,4/5/2019,98.85,1774,13,24
2207,4/5/2019,422.4,1775,14,25
2208,4/5/2019,487.15,1776,15,1
2209,4/5/2019,20.65,1777,16,2
2210,4/5/2019,59.85,1778,1,3
2211,4/5/2019,38.85,1779,2,4
2212,4/5/2019,63.31,1780,3,5
2213,4/5/2019,2.95,1369,4,6
2214,4/5/2019,399.6,1389,5,7
2215,4/5/2019,44.85,1015,6,8
2216,4/5/2019,139.65,1438,7,9
2217,4/5/2019,51.8,1643,8,10
2218,4/5/2019,149.85,861,9,11
2219,4/5/2019,540.2,323,10,19
2220,4/5/2019,120.55,1366,11,20
2221,4/5/2019,266.1,335,12,21
2222,4/5/2019,218.55,102,13,22
2223,4/5/2019,204.55,131,14,23
2224,4/6/2019,77.7,1781,15,24
2225,4/6/2019,97.55,1782,16,25
2226,4/6/2019,209.55,1783,1,1
2227,4/6/2019,211.45,1784,2,2
2228,4/6/2019,149.85,1785,3,3
2229,4/6/2019,302.6,1786,4,4
2230,4/6/2019,39.9,1787,5,5
2231,4/6/2019,459.95,1788,6,6
2232,4/6/2019,498.9,1789,7,7
2233,4/6/2019,282.15,1790,8,8
2234,4/6/2019,90.65,1791,9,9
2235,4/6/2019,74.85,1792,10,10
2236,4/6/2019,175.6,1793,11,11
2237,4/6/2019,420.25,1794,12,10
2238,4/6/2019,115.8,1795,13,11
2239,4/6/2019,113.56,1796,14,12
2240,4/6/2019,90.65,1797,15,13
2241,4/6/2019,49.95,1798,16,14
2242,4/6/2019,123.69,1799,1,10
2243,4/6/2019,294.6,1800,2,11
2244,4/6/2019,25,1801,3,12
2245,4/6/2019,64.7,1802,4,13
2246,4/6/2019,199.47,1803,5,14
2247,4/6/2019,99.75,1804,6,10
2248,4/6/2019,523.1,1805,7,11
2249,4/6/2019,17.7,1806,8,12
2250,4/6/2019,564.9,1807,9,13
2251,4/6/2019,524.45,1808,10,14
2252,4/6/2019,1025,1809,11,1
2253,4/6/2019,192.4,1810,12,2
2254,4/6/2019,140.6,41,13,3
2255,4/6/2019,12.95,73,14,4
2256,4/6/2019,99.9,1399,15,5
2257,4/6/2019,14.85,1438,16,6
2258,4/6/2019,279.8,833,1,7
2259,4/7/2019,195.5,1811,2,8
2260,4/7/2019,17.7,1812,3,9
2261,4/7/2019,12.95,1813,4,10
2262,4/7/2019,59.85,1814,5,11
2263,4/7/2019,67.5,1815,6,12
2264,4/7/2019,79.8,1816,7,13
2265,4/7/2019,59.7,1817,8,14
2266,4/7/2019,168.45,1818,9,15
2267,4/7/2019,229.7,1819,10,16
2268,4/7/2019,68.85,1820,11,17
2269,4/7/2019,39.9,1821,12,18
2270,4/7/2019,149.4,1300,13,19
2271,4/7/2019,7.47,1674,14,20
2272,4/7/2019,63.8,623,15,21
2273,4/7/2019,107.65,1627,16,22
2274,4/7/2019,207.2,851,1,23
2275,4/7/2019,471.4,335,2,24
2276,4/7/2019,25.7,833,3,25
2277,4/7/2019,143.4,625,4,1
2278,4/7/2019,189.6,1267,5,2
2279,4/7/2019,119.7,833,6,3
2280,4/7/2019,6,1216,7,4
2281,4/7/2019,49.95,1661,8,5
2282,4/7/2019,709.2,1446,9,6
2283,4/7/2019,163.5,1584,10,7
2284,4/8/2019,239.4,1822,11,8
2285,4/8/2019,103.1,1823,12,9
2286,4/8/2019,99.8,1824,13,10
2287,4/8/2019,99.75,1825,14,11
2288,4/8/2019,139.9,1826,15,12
2289,4/8/2019,305.5,1827,16,13
2290,4/8/2019,379.3,1828,1,14
2291,4/8/2019,59.85,1829,2,15
2292,4/8/2019,179.55,1830,3,16
2293,4/8/2019,249.55,1831,4,17
2294,4/8/2019,12.45,1832,5,18
2295,4/8/2019,269.5,1833,6,19
2296,4/8/2019,239.45,1834,7,20
2297,4/8/2019,92.78,1835,8,21
2298,4/8/2019,232.35,1836,9,22
2299,4/8/2019,38.85,1837,10,23
2300,4/8/2019,103.6,1838,11,24
2301,4/8/2019,209.35,831,12,25
2302,4/8/2019,669.05,896,13,19
2303,4/8/2019,659.2,190,14,20
2304,4/8/2019,400.6,41,15,21
2305,4/8/2019,185.6,623,16,22
2306,4/8/2019,387,1599,1,23
2307,4/8/2019,71.5,1119,2,24
2308,4/8/2019,524.35,896,3,25
2309,4/9/2019,11.8,1839,4,1
2310,4/9/2019,464.49,1840,5,2
2311,4/9/2019,92.7,1841,6,3
2312,4/9/2019,149.6,1842,7,4
2313,4/9/2019,1323.35,1843,8,5
2314,4/9/2019,304.15,1844,9,6
2315,4/9/2019,23.6,1845,10,7
2316,4/9/2019,486.9,1846,11,8
2317,4/9/2019,124.75,1847,12,9
2318,4/9/2019,375.4,1848,13,10
2319,4/9/2019,406.97,1849,14,11
2320,4/9/2019,372.3,1308,15,19
2321,4/10/2019,91.7,1850,16,20
2322,4/10/2019,250,1851,1,21
2323,4/10/2019,305.65,1852,2,22
2324,4/10/2019,255.2,1853,3,23
2325,4/10/2019,219.55,1854,4,24
2326,4/10/2019,279.3,1855,5,25
2327,4/10/2019,269.55,1856,6,1
2328,4/10/2019,250,1857,7,2
2329,4/10/2019,44.85,1858,8,3
2330,4/10/2019,438.3,1859,9,4
2331,4/10/2019,279.7,1860,10,5
2332,4/10/2019,365.75,1861,11,6
2333,4/10/2019,5.9,1862,12,7
2334,4/10/2019,17.7,1863,13,8
2335,4/10/2019,26.75,1864,14,9
2336,4/10/2019,212.6,1865,15,10
2337,4/10/2019,199.8,1866,16,11
2338,4/10/2019,349.45,1867,1,10
2339,4/10/2019,729.6,1868,2,11
2340,4/10/2019,286.8,1869,3,12
2341,4/10/2019,74.75,1870,4,13
2342,4/10/2019,319.7,1871,5,14
2343,4/10/2019,649.45,1872,6,10
2344,4/10/2019,79.8,1873,7,11
2345,4/10/2019,801.8,1874,8,12
2346,4/10/2019,116.45,1875,9,13
2347,4/10/2019,396.35,1876,10,14
2348,4/10/2019,529.35,1877,11,10
2349,4/10/2019,27.9,1878,12,11
2350,4/10/2019,159.6,1879,13,12
2351,4/10/2019,259.6,1880,14,13
2352,4/10/2019,25.9,1881,15,14
2353,4/10/2019,669.65,1882,16,1
2354,4/10/2019,250,1883,1,2
2355,4/10/2019,11.8,1884,2,3
2356,4/10/2019,200.45,1885,3,4
2357,4/10/2019,269.55,1886,4,5
2358,4/10/2019,58.8,1887,5,6
2359,4/10/2019,87.8,1888,6,7
2360,4/10/2019,1100,1889,7,8
2361,4/10/2019,77.7,1890,8,9
2362,4/10/2019,49.95,1891,9,10
2363,4/10/2019,674.4,1892,10,11
2364,4/10/2019,144.5,1893,11,12
2365,4/10/2019,149.7,1894,12,13
2366,4/10/2019,50.9,1895,13,14
2367,4/10/2019,399.6,1896,14,15
2368,4/10/2019,7.47,1897,15,16
2369,4/10/2019,215.35,1898,16,17
2370,4/10/2019,601,1899,1,18
2371,4/10/2019,631.25,1900,2,19
2372,4/10/2019,283.45,1901,3,20
2373,4/10/2019,111.55,1902,4,21
2374,4/10/2019,389.3,1903,5,22
2375,4/10/2019,514.3,1904,6,23
2376,4/10/2019,12.95,1905,7,24
2377,4/10/2019,1459.35,1906,8,25
2378,4/10/2019,200.25,1907,9,1
2379,4/10/2019,119.9,1908,10,2
2380,4/10/2019,341.3,1909,11,3
2381,4/10/2019,496.85,1910,12,4
2382,4/10/2019,134.64,1911,13,5
2383,4/10/2019,549.3,1912,14,6
2384,4/10/2019,19.95,1179,15,7
2385,4/10/2019,53.9,24,16,8
2386,4/10/2019,59.55,1411,1,9
2387,4/10/2019,299.25,118,2,10
2388,4/10/2019,77.7,1882,3,11
2389,4/10/2019,399.8,1822,4,12
2390,4/10/2019,50.75,1898,5,13
2391,4/10/2019,44.85,1581,6,14
2392,4/10/2019,2,1885,7,15
2393,4/10/2019,65.9,1872,8,16
2394,4/10/2019,224.4,1066,9,17
2395,4/11/2019,302.25,1913,10,18
2396,4/11/2019,103.6,1914,11,19
2397,4/11/2019,474.45,1915,12,20
2398,4/11/2019,77.8,1916,13,21
2399,4/11/2019,119.95,1917,14,22
2400,4/11/2019,63.85,1918,15,23
2401,4/11/2019,253.7,1919,16,24
2402,4/11/2019,184.35,1920,1,25
2403,4/11/2019,349.65,1921,2,19
2404,4/11/2019,87.8,1922,3,20
2405,4/11/2019,250,1923,4,21
2406,4/11/2019,699.6,1924,5,22
2407,4/11/2019,251.55,1925,6,23
2408,4/11/2019,139.65,1926,7,24
2409,4/11/2019,229.3,1927,8,25
2410,4/11/2019,59.9,1928,9,1
2411,4/11/2019,222.21,1929,10,2
2412,4/11/2019,29.9,1930,11,3
2413,4/11/2019,192.8,13,12,4
2414,4/12/2019,99.75,1931,13,5
2415,4/12/2019,139.65,1932,14,6
2416,4/12/2019,37.4,1933,15,7
2417,4/12/2019,279.85,1934,16,8
2418,4/12/2019,970,1935,1,9
2419,4/12/2019,156.96,1936,2,10
2420,4/12/2019,299.7,1937,3,11
2421,4/12/2019,314.1,1938,4,19
2422,4/12/2019,29.9,1939,5,20
2423,4/12/2019,1119.6,1940,6,21
2424,4/12/2019,134.65,1941,7,22
2425,4/12/2019,116.55,1942,8,23
2426,4/12/2019,544.35,1943,9,24
2427,4/12/2019,29.85,1944,10,25
2428,4/12/2019,14.95,1945,11,1
2429,4/12/2019,51.3,1946,12,2
2430,4/12/2019,50.9,1947,13,3
2431,4/12/2019,354.2,1948,14,4
2432,4/12/2019,49.95,1949,15,5
2433,4/12/2019,492.55,1950,16,6
2434,4/12/2019,227.6,1951,1,7
2435,4/12/2019,299.7,1554,2,8
2436,4/12/2019,116.55,1727,3,9
2437,4/12/2019,153.06,154,4,10
2438,4/12/2019,70.47,1544,5,11
2439,4/12/2019,289.5,1197,6,10
2440,4/12/2019,199.5,1139,7,11
2441,4/12/2019,222.22,248,8,12
2442,4/12/2019,89.7,841,9,13
2443,4/12/2019,484.1,1701,10,14
2444,4/12/2019,17.7,1868,11,10
2445,4/13/2019,359.2,1952,12,11
2446,4/13/2019,342.75,1953,13,12
2447,4/13/2019,2.95,1954,14,13
2448,4/13/2019,349.9,1955,15,14
2449,4/13/2019,158.15,1956,16,10
2450,4/13/2019,561.3,1957,1,11
2451,4/13/2019,279.8,1958,2,12
2452,4/13/2019,1449.55,1959,3,13
2453,4/13/2019,244.25,1960,4,14
2454,4/13/2019,176.95,1961,5,1
2455,4/13/2019,281.35,1962,6,2
2456,4/13/2019,164.75,1963,7,3
2457,4/13/2019,34.9,1964,8,4
2458,4/13/2019,449.55,1965,9,5
2459,4/13/2019,143.5,1966,10,6
2460,4/13/2019,204.05,1967,11,7
2461,4/13/2019,149.7,1968,12,8
2462,4/13/2019,444.6,1969,13,9
2463,4/13/2019,399.6,1970,14,10
2464,4/13/2019,299.7,1971,15,11
2465,4/13/2019,51.8,1972,16,12
2466,4/13/2019,319.2,1973,1,13
2467,4/13/2019,1000,1974,2,14
2468,4/13/2019,1169.45,1975,3,15
2469,4/13/2019,196.35,1976,4,16
2470,4/13/2019,116.55,1977,5,17
2471,4/13/2019,187.45,1978,6,18
2472,4/13/2019,249.75,1979,7,19
2473,4/13/2019,103.4,1980,8,20
2474,4/13/2019,568.65,1981,9,21
2475,4/13/2019,275.5,1982,10,22
2476,4/13/2019,243.35,912,11,23
2477,4/13/2019,79.8,1533,12,24
2478,4/13/2019,501.35,1811,13,25
2479,4/13/2019,111.8,1823,14,1
2480,4/13/2019,199.8,1044,15,2
2481,4/13/2019,9,1484,16,3
2482,4/13/2019,131.7,1574,1,4
2483,4/13/2019,110.55,1885,2,5
2484,4/13/2019,9,1649,3,6
2485,4/13/2019,147.65,1172,4,7
2486,4/13/2019,116.55,1672,5,8
2487,4/13/2019,168.45,1891,6,9
2488,4/13/2019,7.95,1259,7,10
2489,4/13/2019,299.7,1777,8,11
2490,4/13/2019,239.4,1508,9,12
2491,4/14/2019,108.75,1983,10,13
2492,4/14/2019,99.75,1984,11,14
2493,4/14/2019,98.35,1985,12,15
2494,4/14/2019,9.9,1986,13,16
2495,4/14/2019,330.95,1987,14,17
2496,4/14/2019,463.2,1988,15,18
2497,4/14/2019,104.65,1989,16,19
2498,4/14/2019,224.55,1990,1,20
2499,4/14/2019,74.75,1991,2,21
2500,4/14/2019,197.55,1992,3,22
2501,4/14/2019,359.25,1993,4,23
2502,4/14/2019,101.5,1994,5,24
2503,4/14/2019,824.2,1995,6,25
2504,4/14/2019,49.9,1996,7,19
2505,4/14/2019,29.9,382,8,20
2506,4/14/2019,74.85,1129,9,21
2507,4/14/2019,160.5,1218,10,22
2508,4/14/2019,180.25,1615,11,23
2509,4/14/2019,809.15,1815,12,24
2510,4/14/2019,401.4,1662,13,25
2511,4/14/2019,312.65,1454,14,1
2512,4/15/2019,889.05,1997,15,2
2513,4/15/2019,140.65,1998,16,3
2514,4/15/2019,131.09,1999,1,4
2515,4/15/2019,154.4,2000,2,5
2516,4/15/2019,1053.8,2001,3,6
2517,4/15/2019,29.89,2002,4,7
2518,4/15/2019,385.3,2003,5,8
2519,4/15/2019,223.4,2004,6,9
2520,4/15/2019,182.35,2005,7,10
2521,4/15/2019,34.65,2006,8,11
2522,4/15/2019,716.55,2007,9,19
2523,4/15/2019,218.65,2008,10,20
2524,4/15/2019,119.7,2009,11,21
2525,4/15/2019,25,2010,12,22
2526,4/15/2019,576.3,2011,13,23
2527,4/15/2019,250,2012,14,24
2528,4/15/2019,59.8,2013,15,25
2529,4/15/2019,689.6,2014,16,1
2530,4/15/2019,51.8,2015,1,2
2531,4/15/2019,134.55,2016,2,3
2532,4/15/2019,602.95,2017,3,4
2533,4/15/2019,73.55,2018,4,5
2534,4/15/2019,7.47,2019,5,6
2535,4/15/2019,416.25,2020,6,7
2536,4/15/2019,203,2021,7,8
2537,4/15/2019,271.05,2022,8,9
2538,4/15/2019,129.55,2023,9,10
2539,4/15/2019,295.45,2024,10,11
2540,4/15/2019,70.75,2025,11,10
2541,4/15/2019,394.2,2026,12,11
2542,4/15/2019,499.7,2027,13,12
2543,4/15/2019,137.55,2028,14,13
2544,4/15/2019,25,2029,15,14
2545,4/15/2019,814.55,2030,16,10
2546,4/15/2019,569.45,2031,1,11
2547,4/15/2019,278.1,2032,2,12
2548,4/15/2019,103.6,2033,3,13
2549,4/15/2019,95.13,2034,4,14
2550,4/15/2019,192.45,2035,5,10
2551,4/15/2019,314.45,2036,6,11
2552,4/15/2019,549.3,2037,7,12
2553,4/15/2019,118.55,2038,8,13
2554,4/15/2019,249.75,2039,9,14
2555,4/15/2019,1059.85,2040,10,6
2556,4/15/2019,627.05,2041,11,7
2557,4/15/2019,327.3,2042,12,8
2558,4/15/2019,46.5,2043,13,9
2559,4/15/2019,249.85,2044,14,10
2560,4/15/2019,131.3,2045,15,11
2561,4/15/2019,14.95,2046,16,19
2562,4/15/2019,239.3,2047,1,20
2563,4/15/2019,38.85,2048,2,21
2564,4/15/2019,25,2049,3,22
2565,4/15/2019,473.15,2050,4,23
2566,4/15/2019,124.95,2051,5,24
2567,4/15/2019,1309.95,2052,6,25
2568,4/15/2019,344.7,2053,7,1
2569,4/15/2019,99.8,2054,8,2
2570,4/15/2019,292.33,2055,9,3
2571,4/15/2019,164.45,2056,10,4
2572,4/15/2019,563.05,2057,11,6
2573,4/15/2019,299.7,2058,12,7
2574,4/15/2019,1584.25,2059,13,8
2575,4/15/2019,177.35,1745,14,9
2576,4/16/2019,38.85,2060,15,10
2577,4/16/2019,305.6,2061,16,11
2578,4/16/2019,128.8,2062,1,19
2579,4/16/2019,419.65,2063,2,20
2580,4/16/2019,624.4,2064,3,21
2581,4/16/2019,129.7,2065,4,22
2582,4/16/2019,861.8,2066,5,23
2583,4/16/2019,389.45,2067,6,24
2584,4/16/2019,173.4,2068,7,25
2585,4/16/2019,128.7,2069,8,1
2586,4/16/2019,80.15,2070,9,2
2587,4/16/2019,659.45,2071,10,3
2588,4/16/2019,559.05,2072,11,4
2589,4/16/2019,491.15,2073,12,6
2590,4/16/2019,442.4,2074,13,7
2591,4/16/2019,299.2,2075,14,8
2592,4/16/2019,214.64,2076,15,9
2593,4/16/2019,25.9,2077,16,10
2594,4/16/2019,234.55,2078,1,11
2595,4/16/2019,38.85,2079,2,19
2596,4/16/2019,116.55,2080,3,20
2597,4/16/2019,14.85,2081,4,21
2598,4/16/2019,26.55,2082,5,22
2599,4/16/2019,211.7,2083,6,23
2600,4/16/2019,629.2,2084,7,24
2601,4/16/2019,551.5,2085,8,25
2602,4/16/2019,204.45,2086,9,1
2603,4/16/2019,349.65,2087,10,2
2604,4/16/2019,74.8,2088,11,3
2605,4/16/2019,114.55,2089,12,4
2606,4/16/2019,1020.65,2090,13,6
2607,4/16/2019,49.9,2091,14,7
2608,4/16/2019,209.6,2092,15,8
2609,4/16/2019,664.25,2093,16,9
2610,4/16/2019,609.25,2094,1,10
2611,4/16/2019,141.55,2095,2,11
2612,4/16/2019,103.6,2096,3,19
2613,4/16/2019,288,2097,4,20
2614,4/16/2019,25.9,2098,5,21
2615,4/16/2019,134.55,1796,6,22
2616,4/16/2019,14.95,1070,7,23
2617,4/16/2019,7.47,508,8,24
2618,4/16/2019,578.4,454,9,25
2619,4/16/2019,451.55,1456,10,1
2620,4/16/2019,339.15,971,11,2
2621,4/16/2019,331.2,1157,12,3
2622,4/16/2019,51.8,1405,13,4
2623,4/16/2019,104.75,841,14,6
2624,4/16/2019,64.75,368,15,7
2625,4/17/2019,349.75,2099,16,8
2626,4/17/2019,536.25,2100,1,9
2627,4/17/2019,73.55,2101,2,10
2628,4/17/2019,569.2,2102,3,11
2629,4/17/2019,384.3,2103,4,19
2630,4/17/2019,19.9,2104,5,20
2631,4/17/2019,528.15,2105,6,21
2632,4/17/2019,589.3,2106,7,22
2633,4/17/2019,1011.8,2107,8,23
2634,4/17/2019,258.2,2108,9,24
2635,4/17/2019,74.21,2109,10,25
2636,4/17/2019,165.55,2110,11,1
2637,4/17/2019,239.6,2111,12,2
2638,4/17/2019,182.29,2112,13,3
2639,4/17/2019,53.02,2113,14,4
2640,4/17/2019,74.75,2114,15,6
2641,4/17/2019,189.55,2115,16,7
2642,4/17/2019,269.7,2116,1,8
2643,4/17/2019,100,2117,2,9
2644,4/17/2019,365.7,2118,3,10
2645,4/17/2019,64.78,2119,4,11
2646,4/17/2019,559.35,2120,5,19
2647,4/17/2019,254.98,2121,6,20
2648,4/17/2019,2.95,2122,7,21
2649,4/17/2019,104.65,2123,8,22
2650,4/17/2019,119.8,2124,9,23
2651,4/17/2019,443.2,2125,10,24
2652,4/17/2019,14.75,2126,11,25
2653,4/17/2019,552.2,2127,12,1
2654,4/17/2019,102.49,2128,13,2
2655,4/17/2019,101.75,2129,14,3
2656,4/17/2019,131.7,2130,15,4
2657,4/17/2019,103.6,2131,16,1
2658,4/17/2019,99.75,2132,1,2
2659,4/17/2019,17.93,2133,2,3
2660,4/17/2019,119.7,2134,3,4
2661,4/17/2019,1164.45,2135,4,5
2662,4/17/2019,279.8,2136,5,6
2663,4/17/2019,79.45,2137,6,7
2664,4/17/2019,91.4,2138,7,8
2665,4/17/2019,243.1,1499,8,9
2666,4/17/2019,97.6,1729,9,10
2667,4/17/2019,8.85,1136,10,11
2668,4/17/2019,246.82,1533,11,12
2669,4/17/2019,299.7,1741,12,13
2670,4/17/2019,305.6,1561,13,14
2671,4/17/2019,235.2,1475,14,15
2672,4/17/2019,2,1844,15,16
2673,4/17/2019,10.9,2125,16,17
2674,4/17/2019,768.2,1664,1,18
2675,4/17/2019,127.6,1678,2,19
2676,4/17/2019,445.55,1911,3,20
2677,4/17/2019,61.65,1833,4,21
2678,4/17/2019,96.05,1796,5,22
2679,4/17/2019,498.2,1422,6,23
2680,4/17/2019,23.65,947,7,24
2681,4/17/2019,389.4,1694,8,25
2682,4/17/2019,191.55,1672,9,1
2683,4/18/2019,99.8,2139,10,2
2684,4/18/2019,64.9,2140,11,3
2685,4/18/2019,669.55,2141,12,4
2686,4/18/2019,92.18,2142,13,5
2687,4/18/2019,224.35,2143,14,6
2688,4/18/2019,64.75,2144,15,7
2689,4/18/2019,327.45,2145,16,8
2690,4/18/2019,79.8,2146,1,9
2691,4/18/2019,139.65,2147,2,10
2692,4/18/2019,79.8,2148,3,11
2693,4/18/2019,89.8,2149,4,12
2694,4/18/2019,127.65,2150,5,13
2695,4/18/2019,172.55,2151,6,14
2696,4/18/2019,386.95,2152,7,15
2697,4/18/2019,166.55,2153,8,16
2698,4/18/2019,199.75,2154,9,17
2699,4/18/2019,90.65,2155,10,18
2700,4/18/2019,1359.7,2156,11,19
2701,4/18/2019,81.65,2157,12,20
2702,4/18/2019,689.45,2158,13,21
2703,4/18/2019,110.55,2159,14,22
2704,4/18/2019,139.65,2160,15,23
2705,4/18/2019,1250,2161,16,24
2706,4/18/2019,25,2162,1,25
2707,4/18/2019,469.35,2163,2,19
2708,4/18/2019,259.55,2164,3,20
2709,4/18/2019,317.25,2165,4,21
2710,4/18/2019,829.45,2166,5,22
2711,4/18/2019,159.8,2167,6,23
2712,4/18/2019,419.45,2168,7,24
2713,4/18/2019,825.15,2169,8,25
2714,4/18/2019,71.6,2170,9,1
2715,4/18/2019,599.75,2171,10,2
2716,4/18/2019,479.42,2172,11,3
