InvoiceId,InvoiceDate,InvoiceAmount,CustomerId,ProductId,SalesRepId
14555,10/3/2019,316.68,10492,9,22
14556,10/3/2019,389.65,10493,10,23
14557,10/3/2019,77.7,10494,11,24
14558,10/3/2019,64.75,10495,12,25
14559,10/3/2019,317.45,10496,13,19
14560,10/3/2019,119.95,10497,14,20
14561,10/3/2019,79.65,10498,15,21
14562,10/3/2019,119.6,10499,16,22
14563,10/3/2019,39.9,1153,1,23
14564,10/3/2019,104.65,2855,2,24
14565,10/3/2019,659.25,1910,3,25
14566,10/3/2019,518.4,1450,4,1
14567,10/3/2019,195.1,625,5,2
14568,10/3/2019,358.2,7257,6,3
14569,10/3/2019,130.55,9667,7,4
14570,10/3/2019,709.4,4376,8,5
14571,10/3/2019,166.7,3374,9,6
14572,10/3/2019,348.1,8499,10,7
14573,10/3/2019,473.75,8117,11,8
14574,10/3/2019,119.7,9675,12,9
14575,10/3/2019,89.7,9699,13,10
14576,10/3/2019,360.75,9351,14,11
14577,10/3/2019,468.05,9134,15,19
14578,10/3/2019,139.65,8172,16,20
14579,10/3/2019,90.65,5700,1,21
14580,10/3/2019,105.5,6314,2,22
14581,10/3/2019,5,131,3,23
14582,10/3/2019,183.4,9533,4,24
14583,10/3/2019,196.09,9183,5,25
14584,10/4/2019,294.2,10500,6,1
14585,10/4/2019,184,10501,7,2
14586,10/4/2019,557.3,10502,8,3
14587,10/4/2019,179.55,10503,9,4
14588,10/4/2019,191.45,10504,10,5
14589,10/4/2019,264.65,10505,11,6
14590,10/4/2019,296.1,10506,12,7
14591,10/4/2019,179.55,10507,13,8
14592,10/4/2019,548.75,10508,14,9
14593,10/4/2019,189.5,10509,15,10
14594,10/4/2019,251.3,10510,16,11
14595,10/4/2019,86.45,10511,1,10
14596,10/4/2019,463.25,10512,2,11
14597,10/4/2019,444.45,10513,3,12
14598,10/4/2019,424.5,10514,4,13
14599,10/4/2019,19.95,10515,5,14
14600,10/4/2019,12.95,10516,6,10
14601,10/4/2019,239.4,10517,7,11
14602,10/4/2019,84.85,10518,8,12
14603,10/4/2019,119.7,10519,9,13
14604,10/4/2019,149.75,10520,10,14
14605,10/4/2019,39.9,10521,11,10
14606,10/4/2019,370.45,10522,12,11
14607,10/4/2019,229.55,10523,13,12
14608,10/4/2019,1099.75,10524,14,13
14609,10/4/2019,719.4,10525,15,14
14610,10/4/2019,97.25,10526,16,1
14611,10/4/2019,59.85,10527,1,2
14612,10/4/2019,97.65,10528,2,3
14613,10/4/2019,257.03,10529,3,4
14614,10/4/2019,99.8,10530,4,5
14615,10/4/2019,1139.15,10531,5,6
14616,10/4/2019,359.35,10532,6,7
14617,10/4/2019,90.65,10533,7,8
14618,10/4/2019,79.8,10534,8,9
14619,10/4/2019,119.7,10535,9,10
14620,10/4/2019,224.55,10536,10,11
14621,10/4/2019,259.55,10537,11,12
14622,10/4/2019,141.5,10538,12,13
14623,10/4/2019,364,10539,13,14
14624,10/4/2019,535.4,10540,14,15
14625,10/4/2019,197.55,10541,15,16
14626,10/4/2019,1079.05,10542,16,17
14627,10/4/2019,324.3,10543,1,18
14628,10/4/2019,1119.7,10544,2,19
14629,10/4/2019,311.25,10545,3,20
14630,10/4/2019,139.65,10546,4,21
14631,10/4/2019,99.75,10547,5,22
14632,10/4/2019,439.4,10548,6,23
14633,10/4/2019,174.75,10549,7,24
14634,10/4/2019,24.95,10550,8,25
14635,10/4/2019,354.65,10551,9,1
14636,10/4/2019,509.35,10552,10,2
14637,10/4/2019,19.95,10553,11,3
14638,10/4/2019,90.65,10554,12,4
14639,10/4/2019,389.65,10555,13,5
14640,10/4/2019,39.9,10556,14,6
14641,10/4/2019,404.1,10490,15,7
14642,10/4/2019,29.9,3380,16,8
14643,10/4/2019,117.6,5482,1,9
14644,10/4/2019,278.2,9838,2,10
14645,10/4/2019,79.8,3659,3,11
14646,10/4/2019,305.4,3555,4,12
14647,10/4/2019,167.6,944,5,13
14648,10/4/2019,179.7,4915,6,14
14649,10/4/2019,137.55,5999,7,15
14650,10/4/2019,243.35,3924,8,16
14651,10/4/2019,1005.5,1459,9,17
14652,10/4/2019,187.55,3475,10,18
14653,10/4/2019,4,4341,11,19
14654,10/4/2019,249.4,9489,12,20
14655,10/4/2019,316,3969,13,21
14656,10/4/2019,1019.15,2046,14,22
14657,10/4/2019,763.15,74,15,23
14658,10/4/2019,79.85,3374,16,24
14659,10/4/2019,269.55,6505,1,25
14660,10/4/2019,88.7,2712,2,19
14661,10/4/2019,557.25,1179,3,20
14662,10/4/2019,119.7,8249,4,21
14663,10/4/2019,179.85,6010,5,22
14664,10/4/2019,5,7012,6,23
14665,10/4/2019,7.47,5103,7,24
14666,10/4/2019,19.95,8440,8,25
14667,10/4/2019,239.6,8267,9,1
14668,10/4/2019,209.65,9931,10,2
14669,10/4/2019,27.95,9599,11,3
14670,10/4/2019,753.35,7452,12,4
14671,10/4/2019,109.85,7332,13,5
14672,10/4/2019,492.85,1983,14,6
14673,10/4/2019,132.6,2068,15,7
14674,10/4/2019,109.65,5909,16,8
14675,10/4/2019,233.1,4788,1,9
14676,10/4/2019,864.25,7348,2,10
14677,10/4/2019,559.6,7533,3,11
14678,10/4/2019,255.55,1822,4,19
14679,10/4/2019,339.2,1010,5,20
14680,10/4/2019,74.85,3398,6,21
14681,10/4/2019,16.95,9913,7,22
14682,10/4/2019,104.65,6624,8,23
14683,10/4/2019,2,4685,9,24
14684,10/4/2019,129.45,7772,10,25
14685,10/5/2019,104.8,10557,11,1
14686,10/5/2019,219.52,10558,12,2
14687,10/5/2019,224.45,10559,13,3
14688,10/5/2019,559.35,10560,14,4
14689,10/5/2019,478.8,10561,15,5
14690,10/5/2019,69.95,10562,16,6
14691,10/5/2019,439.5,10563,1,7
14692,10/5/2019,599.1,10564,2,8
14693,10/5/2019,606.2,10565,3,9
14694,10/5/2019,124.75,10566,4,10
14695,10/5/2019,551.8,10567,5,11
14696,10/5/2019,119.8,10568,6,10
14697,10/5/2019,179.55,10569,7,11
14698,10/5/2019,179.7,10570,8,12
14699,10/5/2019,349.75,10571,9,13
14700,10/5/2019,90.65,10572,10,14
14701,10/5/2019,489.65,10573,11,10
14702,10/5/2019,219.5,10574,12,11
14703,10/5/2019,237.5,10575,13,12
14704,10/5/2019,559.6,10576,14,13
14705,10/5/2019,139.65,10577,15,14
14706,10/5/2019,164.55,10578,16,10
14707,10/5/2019,475.15,10579,1,11
14708,10/5/2019,119.6,10580,2,12
14709,10/5/2019,375.1,10581,3,13
14710,10/5/2019,229.2,10582,4,14
14711,10/5/2019,242.25,10583,5,1
14712,10/5/2019,1209.65,10584,6,2
14713,10/5/2019,209.65,10585,7,3
14714,10/5/2019,484.1,10586,8,4
14715,10/5/2019,184.6,10587,9,5
14716,10/5/2019,1069.45,10588,10,6
14717,10/5/2019,39.9,10589,11,7
14718,10/5/2019,39.9,10590,12,8
14719,10/5/2019,176.4,10591,13,9
14720,10/5/2019,97.4,10592,14,10
14721,10/5/2019,349.75,10593,15,11
14722,10/5/2019,699.65,10594,16,12
14723,10/5/2019,275.3,10595,1,13
14724,10/5/2019,1838.45,10596,2,14
14725,10/5/2019,207.5,10597,3,15
14726,10/5/2019,64.75,10598,4,16
14727,10/5/2019,549.35,10599,5,17
14728,10/5/2019,219.45,10600,6,18
14729,10/5/2019,439.5,10601,7,19
14730,10/5/2019,333.1,10602,8,20
14731,10/5/2019,77.7,10603,9,21
14732,10/5/2019,619.25,10604,10,22
14733,10/5/2019,24.95,10605,11,23
14734,10/5/2019,513.35,10606,12,24
14735,10/5/2019,279.8,10607,13,25
14736,10/5/2019,329.3,10608,14,1
14737,10/5/2019,149.7,10609,15,2
14738,10/5/2019,79.75,10610,16,3
14739,10/5/2019,959.1,10611,1,4
14740,10/5/2019,89.85,10612,2,5
14741,10/5/2019,71.75,10613,3,6
14742,10/5/2019,138.8,10614,4,7
14743,10/5/2019,90.65,10615,5,8
14744,10/5/2019,698.5,10616,6,9
14745,10/5/2019,59.85,10617,7,10
14746,10/5/2019,299.2,10618,8,11
14747,10/5/2019,193.4,10619,9,12
14748,10/5/2019,1399.4,10620,10,13
14749,10/5/2019,1000,10621,11,14
14750,10/5/2019,469.45,9684,12,15
14751,10/5/2019,571.35,8675,13,16
14752,10/5/2019,469.15,8635,14,17
14753,10/5/2019,139.65,3495,15,18
14754,10/5/2019,189.5,1983,16,19
14755,10/5/2019,162.45,7470,1,20
14756,10/5/2019,999.05,1677,2,21
14757,10/5/2019,247.5,10408,3,22
14758,10/5/2019,178.5,7165,4,23
14759,10/5/2019,635.7,3572,5,24
14760,10/5/2019,79.6,3380,6,25
14761,10/5/2019,167.55,812,7,19
14762,10/5/2019,12.95,4501,8,20
14763,10/5/2019,289.35,7420,9,21
14764,10/5/2019,315,6638,10,22
14765,10/5/2019,626.85,3936,11,23
14766,10/5/2019,159.6,7144,12,24
14767,10/5/2019,97.75,6685,13,25
14768,10/5/2019,65.9,5024,14,1
14769,10/5/2019,319.2,4705,15,2
14770,10/5/2019,240.4,9120,16,3
14771,10/5/2019,299.35,7940,1,4
14772,10/5/2019,528.95,4768,2,5
14773,10/5/2019,103.6,1838,3,6
14774,10/5/2019,415.2,6072,4,7
14775,10/5/2019,304.3,5732,5,8
14776,10/5/2019,193.15,6220,6,9
14777,10/5/2019,225.8,4494,7,10
14778,10/5/2019,541.45,10033,8,11
14779,10/5/2019,264.45,5784,9,19
14780,10/5/2019,9.96,6714,10,20
14781,10/5/2019,159.6,9464,11,21
14782,10/5/2019,74.85,6297,12,22
14783,10/5/2019,694.3,4096,13,23
14784,10/5/2019,159.6,1196,14,24
14785,10/5/2019,170.45,1300,15,25
14786,10/5/2019,249.75,8772,16,1
14787,10/5/2019,20.65,4101,1,2
14788,10/5/2019,698.25,6971,2,3
14789,10/5/2019,139.65,2434,3,4
14790,10/5/2019,607,10596,4,5
14791,10/5/2019,174.65,6415,5,6
14792,10/5/2019,699.65,5344,6,7
14793,10/5/2019,175.6,4896,7,8
14794,10/5/2019,279.8,4615,8,9
14795,10/5/2019,59.9,7513,9,10
14796,10/5/2019,371.75,6155,10,11
14797,10/5/2019,499.45,3190,11,10
14798,10/5/2019,79.8,5603,12,11
14799,10/6/2019,87.7,10622,13,12
14800,10/6/2019,819.85,10623,14,13
14801,10/6/2019,64.75,10624,15,14
14802,10/6/2019,221.55,10625,16,10
14803,10/6/2019,101.3,10626,1,11
14804,10/6/2019,490.95,10627,2,12
14805,10/6/2019,419.4,10628,3,13
14806,10/6/2019,639.6,10629,4,14
14807,10/6/2019,170.25,10630,5,10
14808,10/6/2019,288.55,10631,6,11
14809,10/6/2019,204.65,10632,7,12
14810,10/6/2019,316.9,10633,8,13
14811,10/6/2019,669.7,10634,9,14
14812,10/6/2019,266.1,10635,10,6
14813,10/6/2019,349.35,10636,11,7
14814,10/6/2019,258.3,10637,12,8
14815,10/6/2019,804.3,10638,13,9
14816,10/6/2019,10,10639,14,10
14817,10/6/2019,26.55,10640,15,11
14818,10/6/2019,1139.65,10641,16,19
14819,10/6/2019,343.2,10642,1,20
14820,10/6/2019,49.9,10643,2,21
14821,10/6/2019,250.45,10644,3,22
14822,10/6/2019,253.5,10645,4,23
14823,10/6/2019,49.75,10646,5,24
14824,10/6/2019,599.5,10647,6,25
14825,10/6/2019,119.8,10648,7,1
14826,10/6/2019,395.7,10649,8,2
14827,10/6/2019,179.55,10650,9,3
14828,10/6/2019,165.65,10651,10,4
14829,10/6/2019,198.35,10652,11,6
14830,10/6/2019,132.75,10653,12,7
14831,10/6/2019,204.75,10654,13,8
14832,10/6/2019,629.55,10655,14,9
14833,10/6/2019,114.85,10656,15,10
14834,10/6/2019,97.65,10657,16,11
14835,10/6/2019,178.3,10658,1,19
14836,10/6/2019,269.5,10659,2,20
14837,10/6/2019,161.4,10660,3,21
14838,10/6/2019,29.95,10661,4,22
14839,10/6/2019,447.4,10662,5,23
14840,10/6/2019,433.45,10663,6,24
14841,10/6/2019,25,10664,7,25
14842,10/6/2019,64.75,10665,8,1
14843,10/6/2019,149.75,10666,9,2
14844,10/6/2019,204.5,10667,10,3
14845,10/6/2019,209.65,10668,11,4
14846,10/6/2019,129.45,10669,12,6
14847,10/6/2019,10,10670,13,7
14848,10/6/2019,103.6,10671,14,8
14849,10/6/2019,257.25,10672,15,9
14850,10/6/2019,125.65,10673,16,10
14851,10/6/2019,155.4,10674,1,11
14852,10/6/2019,605.3,10675,2,19
14853,10/6/2019,303.4,10676,3,20
14854,10/6/2019,369.45,10677,4,21
14855,10/6/2019,299.55,10678,5,22
14856,10/6/2019,799.6,10679,6,23
14857,10/6/2019,149.7,10680,7,24
14858,10/6/2019,159.6,10681,8,25
14859,10/6/2019,143.5,10682,9,1
14860,10/6/2019,101.7,10683,10,2
14861,10/6/2019,619.45,10684,11,3
14862,10/6/2019,387.35,10685,12,4
14863,10/6/2019,419.65,10686,13,6
14864,10/6/2019,597.25,10687,14,7
14865,10/6/2019,1634.55,10688,15,8
14866,10/6/2019,239.4,6007,16,9
14867,10/6/2019,9,6563,1,10
14868,10/6/2019,90.85,1308,2,11
14869,10/6/2019,329.45,8857,3,19
14870,10/6/2019,159.9,8165,4,20
14871,10/6/2019,205.65,8293,5,21
14872,10/6/2019,17,9599,6,22
14873,10/6/2019,62.9,4588,7,23
14874,10/6/2019,90.65,8256,8,24
14875,10/6/2019,230.3,10547,9,25
14876,10/6/2019,116.55,3428,10,1
14877,10/6/2019,59.85,1990,11,2
14878,10/6/2019,654.15,8417,12,3
14879,10/6/2019,237.3,10569,13,4
14880,10/6/2019,6,3488,14,6
14881,10/6/2019,159.6,8091,15,7
14882,10/6/2019,232.4,7223,16,8
14883,10/6/2019,2,5585,1,9
14884,10/6/2019,164.55,8117,2,10
14885,10/6/2019,499.35,10048,3,11
14886,10/6/2019,19.95,2476,4,19
14887,10/6/2019,29.9,1998,5,20
14888,10/6/2019,176.25,6394,6,21
14889,10/6/2019,328.35,10320,7,22
14890,10/6/2019,43.9,2768,8,23
14891,10/6/2019,167.7,6765,9,24
14892,10/6/2019,219.65,10379,10,25
14893,10/6/2019,89.85,3057,11,1
14894,10/6/2019,644.1,2824,12,2
14895,10/6/2019,159.6,7796,13,3
14896,10/6/2019,6,4057,14,4
14897,10/6/2019,519.4,3159,15,6
14898,10/6/2019,374.25,4925,16,7
14899,10/6/2019,184.65,8646,1,8
14900,10/6/2019,279.3,8555,2,9
14901,10/6/2019,75.8,2645,3,10
14902,10/6/2019,419.25,10297,4,11
14903,10/6/2019,236.25,4824,5,19
14904,10/6/2019,15,8219,6,20
14905,10/6/2019,78.75,9080,7,21
14906,10/6/2019,59.85,1322,8,22
14907,10/6/2019,434.3,8646,9,23
14908,10/7/2019,465.2,10689,10,24
14909,10/7/2019,1153.5,10690,11,25
14910,10/7/2019,269.55,10691,12,1
14911,10/7/2019,255.55,10692,13,2
14912,10/7/2019,122.65,10693,14,3
14913,10/7/2019,39.9,10694,15,4
14914,10/7/2019,69.95,10695,16,1
14915,10/7/2019,604.65,10696,1,2
14916,10/7/2019,29.95,10697,2,3
14917,10/7/2019,139.75,10698,3,4
14918,10/7/2019,264.25,10699,4,5
14919,10/7/2019,419.7,10700,5,6
14920,10/7/2019,119.9,10701,6,7
14921,10/7/2019,264.95,10702,7,8
14922,10/7/2019,224.55,10703,8,9
14923,10/7/2019,90.65,10704,9,10
14924,10/7/2019,202.29,10705,10,11
14925,10/7/2019,619.25,10706,11,12
14926,10/7/2019,987.25,10707,12,13
14927,10/7/2019,342.7,10708,13,14
14928,10/7/2019,309.3,10709,14,15
14929,10/7/2019,200.4,10710,15,16
14930,10/7/2019,154.65,10711,16,17
14931,10/7/2019,199.5,10712,1,18
14932,10/7/2019,279.5,10713,2,19
14933,10/7/2019,69.65,10714,3,20
14934,10/7/2019,500,10715,4,21
14935,10/7/2019,183.8,10716,5,22
14936,10/7/2019,25,10717,6,23
14937,10/7/2019,404.05,10718,7,24
14938,10/7/2019,119.7,10719,8,25
14939,10/7/2019,149.45,10720,9,1
14940,10/7/2019,69.75,10721,10,2
14941,10/7/2019,104.8,10722,11,3
14942,10/7/2019,188.55,10723,12,4
14943,10/7/2019,254.4,10724,13,5
14944,10/7/2019,179.55,10725,14,6
14945,10/7/2019,149.75,10726,15,7
14946,10/7/2019,339.8,10727,16,8
14947,10/7/2019,139.65,10728,1,9
14948,10/7/2019,349.75,10729,2,10
14949,10/7/2019,250,10730,3,11
14950,10/7/2019,489.7,10731,4,12
14951,10/7/2019,199.6,10732,5,13
14952,10/7/2019,289.45,10733,6,14
14953,10/7/2019,179.55,10734,7,15
14954,10/7/2019,823.3,10735,8,16
14955,10/7/2019,1179.55,10736,9,17
14956,10/7/2019,417.35,10737,10,18
14957,10/7/2019,268.42,10738,11,19
14958,10/7/2019,194.4,10739,12,20
14959,10/7/2019,233.45,10740,13,21
14960,10/7/2019,499.75,10741,14,22
14961,10/7/2019,92.36,10742,15,23
14962,10/7/2019,51.8,10743,16,24
14963,10/7/2019,365.25,10744,1,25
14964,10/7/2019,111.8,10745,2,19
14965,10/7/2019,564.5,10746,3,20
14966,10/7/2019,166.6,10747,4,21
14967,10/7/2019,109.8,10748,5,22
14968,10/7/2019,268.5,10749,6,23
14969,10/7/2019,732.9,10750,7,24
14970,10/7/2019,422.25,10751,8,25
